Text,Category
"The great positive impact of public health programs is widely acknowledged. Due in part to the policies and actions developed through public health, the 20th century registered a decrease in the mortality rates for infants and children and a continual increase in life expectancy in most parts of the world. For example, it is estimated that life expectancy has increased for Americans by thirty years since 1900,[53] and worldwide by six years since 1990.[54]
",Health
"Personal health depends partially on the active, passive, and assisted cues people observe and adopt about their own health. These include personal actions for preventing or minimizing the effects of a disease, usually a chronic condition, through integrative care. They also include personal hygiene practices to prevent infection and illness, such as bathing and washing hands with soap; brushing and flossing teeth; storing, preparing and handling food safely; and many others. The information gleaned from personal observations of daily living – such as about sleep patterns, exercise behavior, nutritional intake and environmental features – may be used to inform personal decisions and actions (e.g., ""I feel tired in the morning so I am going to try sleeping on a different pillow""), as well as clinical decisions and treatment plans (e.g., a patient who notices his or her shoes are tighter than usual may be having exacerbation of left-sided heart failure, and may require diuretic medication to reduce fluid overload).[55]
",Health
"Personal health also depends partially on the social structure of a person's life. The maintenance of strong social relationships, volunteering, and other social activities have been linked to positive mental health and also increased longevity. One American study among seniors over age 70, found that frequent volunteering was associated with reduced risk of dying compared with older persons who did not volunteer, regardless of physical health status.[56] Another study from Singapore reported that volunteering retirees had significantly better cognitive performance scores, fewer depressive symptoms, and better mental well-being and life satisfaction than non-volunteering retirees.[57]
",Health
"Prolonged psychological stress may negatively impact health, and has been cited as a factor in cognitive impairment with aging, depressive illness, and expression of disease.[58] Stress management is the application of methods to either reduce stress or increase tolerance to stress. Relaxation techniques are physical methods used to relieve stress. Psychological methods include cognitive therapy, meditation, and positive thinking, which work by reducing response to stress. Improving relevant skills, such as problem solving and time management skills, reduces uncertainty and builds confidence, which also reduces the reaction to stress-causing situations where those skills are applicable.
",Health
"In addition to safety risks, many jobs also present risks of disease, illness and other long-term health problems. Among the most common occupational diseases are various forms of pneumoconiosis, including silicosis and coal worker's pneumoconiosis (black lung disease). Asthma is another respiratory illness that many workers are vulnerable to. Workers may also be vulnerable to skin diseases, including eczema, dermatitis, urticaria, sunburn, and skin cancer.[59][60] Other occupational diseases of concern include carpal tunnel syndrome and lead poisoning.
",Health
"As the number of service sector jobs has risen in developed countries, more and more jobs have become sedentary, presenting a different array of health problems than those associated with manufacturing and the primary sector. Contemporary problems, such as the growing rate of obesity and issues relating to stress and overwork in many countries, have further complicated the interaction between work and health.
",Health
"Many governments view occupational health as a social challenge and have formed public organizations to ensure the health and safety of workers. Examples of these include the British Health and Safety Executive and in the United States, the National Institute for Occupational Safety and Health, which conducts research on occupational health and safety, and the Occupational Safety and Health Administration, which handles regulation and policy relating to worker safety and health.[61][62][63]
",Health
"
",Health
"Global health is the health of populations in the global context;[1] it has been defined as ""the area of study, research and practice that places a priority on improving health and achieving equity in health for all people worldwide"".[2] Problems that transcend national borders or have a global political and economic impact are often emphasized.[3] Thus, global health is about worldwide health improvement (including mental health), reduction of disparities, and protection against global threats that disregard national borders.[4] Global health is not to be confused with international health, which is defined as the branch of public health focusing on developing nations and foreign aid efforts by industrialized countries.[5] Global health can be measured as a function of various global diseases and their prevalence in the world and threat to decrease life in the present day.
",Health
"The predominant agency associated with global health (and international health) is the World Health Organization (WHO). Other important agencies impacting global health include UNICEF and World Food Programme. The United Nations system has also played a part with cross-sectoral actions to address global health and its underlying socioeconomic determinants with the declaration of the Millennium Development Goals[6] and the more recent Sustainable Development Goals.
",Health
"Global health employs several perspectives that focus on the determinants and distribution of health in international contexts:
",Health
"Both individuals and organizations working in the domain of global health often face many questions regarding ethical and human rights. Critical examination of the various causes and justifications of health inequities is necessary for the success of proposed solutions. Such issues are discussed at the bi-annual Global Summits of National Ethics/Bioethics Councils, next in March 2016 in Berlin, with experts from WHO and UNESCO, by invitation of the German Ethics Council.
",Health
"The 19th century held major discoveries in medicine and public health.[12] The Broad Street cholera outbreak of 1854 was central to the development of modern epidemiology. The microorganisms responsible for malaria and tuberculosis were identified in 1880 and 1882, respectively. The 20th century saw the development of preventive and curative treatments for many diseases, including the BCG vaccine (for tuberculosis) and penicillin in the 1920s. The eradication of smallpox, with the last naturally occurring case recorded in 1977, raised hope that other diseases could be eradicated as well.
",Health
"Important steps were taken towards global cooperation in health with the formation of the United Nations (UN) and the World Bank Group in 1945, after World War II. In 1948, the member states of the newly formed United Nations gathered to create the World Health Organization. A cholera epidemic that took 20,000 lives in Egypt in 1947 and 1948 helped spur the international community to action.[13] The WHO published its Model List of Essential Medicines, and the 1978 Alma Ata declaration underlined the importance of primary health care.[14]
",Health
"At a United Nations Summit in 2000, member nations declared eight Millennium Development Goals (MDGs), which reflected the major challenges facing human development globally, to be achieved by 2015.[15] The declaration was matched by unprecedented global investment by donor and recipient countries. According to the UN, these MDGs provided an important framework for development and significant progress has been made in a number of areas.[16][17]  However, progress has been uneven and some of the MDGs were not fully realized including maternal, newborn and child health and reproductive health.[16] Building on the MDGs, a new Sustainable Development Agenda with 17 Sustainable Development Goals (SDGs) has been established for the years 2016-2030.[16]  The first goal being an ambitious and historic pledge to end poverty.[18] On 25 September 2015, the 193 countries of the UN General Assembly adopted the 2030 Development Agenda titled Transforming our world: the 2030 Agenda for Sustainable Development.[18]
",Health
"In 2015 a book titled ""To Save Humanity"" was published, with nearly 100 essays regarding today's most pressing global health issues.[19] The essays were authored by global figures in politics, science, and advocacy ranging from Bill Clinton to Peter Piot, and addressed a wide range of issues including vaccinations, antimicrobial resistance, health coverage, tobacco use, research methodology, climate change, equity, access to medicine, and media coverage of health research.
",Health
"Measures of global health include disability-adjusted life year (DALY), quality-adjusted life years (QALYs), and mortality rate.[20]
",Health
"The DALY is a summary measure that combines the impact of illness, disability, and mortality by measuring the time lived with disability and the time lost due to premature mortality. One DALY can be thought of as one lost year of ""healthy"" life. The DALY for a disease is the sum of the years of life lost due to premature mortality and the years lost due to disability for incident cases of the health condition.
",Health
"QALYs combine expected survival with expected quality of life into a single number: if an additional year of healthy life is worth a value of one (year), then a year of less healthy life is worth less than one (year). QALY calculations are based on measurements of the value that individuals place on expected years of survival. Measurements can be made in several ways: by techniques that simulate gambles about preferences for alternative states of health, with surveys or analyses that infer willingness to pay for alternative states of health, or through instruments that are based on trading off some or all likely survival time that a medical intervention might provide in order to gain less survival time of higher quality.[20]
",Health
"Infant mortality and child mortality for children under age 5 are more specific than DALYs or QALYs in representing the health in the poorest sections of a population, and are thus especially useful when focusing on health equity.[21]
",Health
"Morbidity measures include incidence rate, prevalence, and cumulative incidence, with incidence rate referring to the risk of developing a new health condition within a specified period of time. Although sometimes loosely expressed simply as the number of new cases during a time period, morbidity is better expressed as a proportion or a rate.
",Health
"The diseases and health conditions targeted by global health initiatives are sometimes grouped under ""diseases of poverty"" versus ""diseases of affluence"", although the impact of globalization is increasingly blurring the lines between the two.
",Health
"Infections of the respiratory tract and middle ear are major causes of morbidity and mortality worldwide.[22] Some respiratory infections of global significance include tuberculosis, measles, influenza, and pneumonias caused by pneumococci and Haemophilus influenzae. The spread of respiratory infections is exacerbated by crowded conditions, and poverty is associated with more than a 20-fold increase in the relative burden of lung infections.[23]
",Health
"Diarrhea is the second most common cause of child mortality worldwide, responsible for 17% of deaths of children under age 5.[24] Poor sanitation can increase transmission of bacteria and viruses through water, food, utensils, hands, and flies. Dehydration due to diarrhea can be effectively treated through oral rehydration therapy with dramatic reductions in mortality.[25][26] Important nutritional measures include the promotion of breastfeeding and zinc supplementation. While hygienic measures alone may be insufficient for the prevention of rotavirus diarrhea,[27] it can be prevented by a safe and potentially cost-effective vaccine.[28]
",Health
"Complications of pregnancy and childbirth are the leading causes of death among women of reproductive age in many developing countries: a woman dies from complications from childbirth approximately every minute.[29] According to the World Health Organization's 2005 World Health Report, poor maternal conditions are the fourth leading cause of death for women worldwide, after HIV/AIDS, malaria, and tuberculosis.[30] Most maternal deaths and injuries can be prevented, and such deaths have been largely eradicated in the developed world.[31] Targets for improving maternal health include increasing the number of  deliveries accompanied by skilled birth attendants.[32]
",Health
"68 low-income countries tracked by the WHO- and UNICEF-led collaboration Countdown to 2015 are estimated to hold for 97% of worldwide maternal and child deaths.[33]
",Health
"The HIV/AIDS epidemic has highlighted the global nature of human health and welfare and globalisation has given rise to a trend toward finding common solutions to global health challenges. Numerous international funds have been set up in recent times to address global health challenges such as HIV. [34]Since the beginning of the epidemic, more than 70 million people have been infected with the HIV virus and about 35 million people have died of HIV. Globally, 36.9 million [31.1–43.9 million] people were living with HIV at the end of 2017. An estimated 0.8% [0.6-0.9%] of adults aged 15–49 years worldwide are living with HIV, although the burden of the epidemic continues to vary considerably between countries and regions. The WHO African region remains most severely affected, with nearly 1 in every 25 adults (4.1%) living with HIV and accounting for nearly two-thirds of the people living with HIV worldwide.[35] Human immunodeficiency virus (HIV) is transmitted through unprotected sex, unclean needles, blood transfusions, and from mother to child during birth or lactation. Globally, HIV is primarily spread through sexual intercourse. The risk-per-exposure with vaginal sex in low-income countries from female to male is 0.38% and male to female is 0.3%.[36]The infection damages the immune system, leading to acquired immunodeficiency syndrome (AIDS) and eventually, death. Antiretroviral drugs prolong life and delay the onset of AIDS by minimizing the amount of HIV in the body.
",Health
"Malaria is a mosquito-borne infectious disease caused by the parasites of the genus Plasmodium. Symptoms may include fever, headaches, chills, and nausea. Each year, there are approximately 500 million cases of malaria worldwide, most commonly among children and pregnant women in developing countries.[37] The WHO African Region carries a disproportionately high share of the global malaria burden. In 2016, the region was home to 90% of malaria cases and 91% of malaria deaths. [38]The use of insecticide-treated bednets is a cost-effective way to reduce deaths from malaria, as is prompt artemisinin-based combination therapy, supported by intermittent preventive therapy in pregnancy. International travellers to endemic zones are advised chemoprophylaxis with antimalarial drugs like Atovaquone-proguanil, doxycycline, or mefloquine[39]
",Health
"In 2010, about 104 million children were underweight, and undernutrition contributes to about one third of child deaths around the world.[40] (Undernutrition is not to be confused with malnutrition, which refers to poor proportion of food intake and can thus refer to obesity.)[41] Undernutrition impairs the immune system, increasing the frequency, severity, and duration of infections (including measles, pneumonia, and diarrhea). Infection can further contribute to malnutrition.[42] Deficiencies of micronutrient, such as vitamin A, iron, iodine, and zinc, are common worldwide and can compromise intellectual potential, growth, development, and adult productivity.[43][44][45][46][47][48] Interventions to prevent malnutrition include micronutrient supplementation, fortification of basic grocery foods, dietary diversification, hygienic measures to reduce spread of infections, and the promotion of breastfeeding.
",Health
"Violence against women has been defined as: ""physical, sexual and psychological violence occurring in the family and in the general community, including battering, sexual abuse of children, dowry-related violence, rape, female genital mutilation and other traditional practices harmful to women, non-spousal violence and violence related to exploitation, sexual harassment and intimidation at work, in educational institutions and elsewhere, trafficking in women, forced prostitution and violence perpetrated or condoned by the state.""[49] In addition to causing injury, violence may increase ""women’s long-term risk of a number of other health problems, including chronic pain, physical disability, drug and alcohol abuse, and depression"".[50]
",Health
"Although statistics can be difficult to obtain as many cases go unreported, it is estimated that one in every five women faces some form of violence during her lifetime, in some cases leading to serious injury or even death.[51] Risk factors for being a perpetrator include low education, past exposure to child maltreatment or witnessing violence between parents, harmful use of alcohol, attitudes accepting of violence and gender inequality.[52] Equality of women has been addressed in the Millennium development goals.
",Health
"Approximately 80% of deaths linked to non-communicable diseases occur in developing countries.[53]For instance, urbanization and aging have led to increasing poor health conditions related to non-communicable diseases in India. The fastest-growing causes of disease burden over the last 26 years were diabetes (rate increased by 80%) and ischemic heart disease (up 34%). More than 60% of deaths, about 6.1 million, in 2016 were due to NCDs, up from about 38% in 1990.[54] Increases in refugee urbanization, has led to a growing number of people diagnosed with chronic noncommunicable diseases.[55]
",Health
"In September 2011, the United Nations is hosting its first General Assembly Special Summit on the issue of non-communicable diseases.[56] Noting that non-communicable diseases are the cause of some 35 million deaths each year, the international community is being increasingly called to take measures for the prevention and control of chronic diseases and mitigate their impacts on the world population, especially on women, who are usually the primary caregivers.
",Health
"For example, the rate of type 2 diabetes, associated with obesity, has been on the rise in countries previously plagued by hunger. In low-income countries, the number of individuals with diabetes is expected to increase from 84 million to 228 million by 2030.[57] Obesity, a preventable condition, is associated with numerous chronic diseases, including cardiovascular conditions, stroke, certain cancers, and respiratory disease. About 16% of the global burden of disease, measured as DALYs, has been accounted for by obesity.[57]
",Health
"More than one billion people were treated for at least one neglected tropical disease in 2015.[58] Neglected tropical diseases are a diverse group of infectious diseases that are endemic in tropical and subtropical regions of 149 countries, primarily effecting low and middle income populations in Africa, Asia, and Latin America. They are variously caused by bacteria (Trachoma, Leprosy), viruses (Dengue,[59] Rabies), protozoa (Human African trypanosomiasis, Chagas), and helminths (Schistosomiasis, Onchocerciasis, Soil transmitted helminths).[60] The Global Burden of Disease Study concluded that neglected tropical diseases comprehensively contributed to approximately 26.06 million disability-adjusted life years in 2010, as well as significant deleterious economic effects.[61] In 2011, the World Health Organization launched a 2020 Roadmap for neglected tropical diseases, aiming for the control or elimination of 10 common diseases.[62] The 2012 London Declaration builds on this initiative, and called on endemic countries and the international community to improve access to clean water and basic sanitation, improved living conditions, vector control, and health education, to reach the 2020 goals.[63] In 2017, a WHO report cited 'unprecedented progress' against neglected tropical diseases since 2007, especially due to mass drug administration of drugs donated by pharmaceutical companies.[64]
",Health
"Global interventions for improved child health and survival include the promotion of breastfeeding, zinc supplementation, vitamin A fortification, salt iodization, hygiene interventions such as hand-washing, vaccinations, and treatments of severe acute malnutrition.[32][65][66] The Global Health Council suggests a list of 32 treatments and health interventions that could potentially save several million lives each year.[67]
",Health
"Many populations face an ""outcome gap"", which refers to the gap between members of a population who have access to medical treatment versus those who do not. Countries facing outcome gaps lack sustainable infrastructure.[68] In Guatemala, a subset of the public sector, the Programa de Accessibilidad a los Medicamentos (""Program for Access to Medicines""), had the lowest average availability (25%) compared to the private sector (35%). In the private sector, highest- and lowest-priced medicines were 22.7 and 10.7 times more expensive than international reference prices respectively. Treatments were generally unaffordable, costing as much as 15 days wages for a course of the antibiotic ceftriaxone.[69] The public sector in Pakistan, while having access to medicines at a lower price than international reference prices, has a chronic shortage of and lack of access to basic medicines.[70]
",Health
"Journalist Laurie Garrett argues that the field of global health is not plagued by a lack of funds, but that more funds do not always translate into positive outcomes. The problem lies in the way these funds are allocated, as they are often disproportionately allocated to alleviating a single disease.[71]
",Health
"In its 2006 World Health Report, the WHO estimated a shortage of almost 4.3 million doctors, midwives, nurses, and support workers worldwide, especially in sub-Saharan Africa.[72]
",Health
"The Global Health Security Agenda (GHSA) is ""a multilateral, multi-sector effort that includes 60 participating countries and numerous private and public international organizations focused on building up worldwide health security capabilities toward meeting such threats"" as the spread of infectious disease. On March 26-28, 2018, the GHSA held its last high-level meeting which was located in Tbilisi, Georgia on biosurveillance of infectious disease threats, ""which include such modern-day examples as HIV/AIDS, severe acute respiratory syndrome (SARS), H1N1 influenza, multi-drug resistant tuberculosis — any emerging or reemerging disease that threatens human health and global economic stability.""[73] This event brought together GHSA partner countries, contributing countries of Real-Time Surveillance Action Package, and international partner organizations supporting the strengthening of capacities to detect infectious disease threats within the Real-Time Surveillance Action Package and other cross-cutting packages. Georgia is  the lead country for the Real-Time Surveillance Action Package.[74]
",Health
"
",Health
"Public health is ""the science and art of preventing disease, prolonging life and promoting human health through organized efforts and informed choices of society, organizations, public and private, communities and individuals"".[1]  Analyzing the health of a population and the threats is the basis for public health.[2] The ""public"" in question can be as small as a handful of people, an entire village or it can be as large as several continents, in the case of a pandemic. ""Health"" takes into account physical, mental and social well-being. It is not merely the absence of disease or infirmity, according to the World Health Organization.[3] Public health is interdisciplinary. For example, epidemiology, biostatistics and health services are all relevant. Environmental health, community health, behavioral health, health economics, public policy, mental health and occupational safety, gender issues in health, sexual and reproductive health are other important subfields.
",Health
"Public health aims to improve the quality of life through prevention and treatment of disease, including mental health. This is done through the surveillance of cases and health indicators, and through the promotion of healthy behaviors. Common public health initiatives include promoting handwashing and breastfeeding, delivery of vaccinations, suicide prevention and distribution of condoms to control the spread of sexually transmitted diseases.
",Health
"Modern public health practice requires multidisciplinary teams of public health workers and professionals. Teams might include epidemiologists, biostatisticians, medical assistants, public health nurses, midwives, medical microbiologists, economists, sociologists, geneticists and data managers.  Depending on the need environmental health officers or public health inspectors, bioethicists, and even veterinarians, gender experts, sexual and reproductive health specialists might be called on.[4]
",Health
"Access to health care and public health initiatives are difficult challenges in developing countries. Public health infrastructures are still forming in those countries.
",Health
"The focus of a public health intervention is to prevent and manage diseases, injuries and other health conditions through surveillance of cases and the promotion of healthy behaviors, communities and environments. Many diseases are preventable through simple, nonmedical methods. For example, research has shown that the simple act of handwashing with soap can prevent the spread of many contagious diseases.[5] In other cases, treating a disease or controlling a pathogen can be vital to preventing its spread to others, either during an outbreak of infectious disease or through contamination of food or water supplies. Public health communications programs, vaccination programs and distribution of condoms are examples of common preventive public health measures. Measures such as these have contributed greatly to the health of populations and increases in life expectancy.
",Health
"Public health plays an important role in disease prevention efforts in both the developing world and in developed countries through local health systems and non-governmental organizations. The World Health Organization (WHO) is the international agency that coordinates and acts on global public health issues. Most countries have their own government public health agencies, sometimes known as ministries of health, to respond to domestic health issues. For example, in the United States, the front line of public health initiatives are state and local health departments. The United States Public Health Service (PHS), led by the Surgeon General of the United States, and the Centers for Disease Control and Prevention, headquartered in Atlanta, are involved with several international health activities, in addition to their national duties. In Canada, the Public Health Agency of Canada is the national agency responsible for public health, emergency preparedness and response, and infectious and chronic disease control and prevention. The Public health system in India is managed by the Ministry of Health & Family Welfare of the government of India with state-owned health care facilities.
",Health
"Most governments recognize the importance of public health programs in reducing the incidence of disease, disability, and the effects of aging and other physical and mental health conditions. However, public health generally receives significantly less government funding compared with medicine.[7] Public health programs providing vaccinations have made strides in promoting health, including the eradication of smallpox, a disease that plagued humanity for thousands of years.
",Health
"The World Health Organization (WHO) identifies core functions of public health programs including:[8]
",Health
"In particular, public health surveillance programs can:[9]
",Health
"Public health surveillance has led to the identification and prioritization of many public health issues facing the world today, including HIV/AIDS, diabetes, waterborne diseases, zoonotic diseases, and antibiotic resistance leading to the reemergence of infectious diseases such as tuberculosis. Antibiotic resistance, also known as drug resistance, was the theme of World Health Day 2011. Although the prioritization of pressing public health issues is important, Laurie Garrett argues that there are following consequences.[10] When foreign aid is funnelled into disease-specific programs, the importance of public health in general is disregarded. This public health problem of stovepiping is thought to create a lack of funds to combat other existing diseases in a given country.
",Health
"For example, the WHO reports that at least 220 million people worldwide suffer from diabetes. Its incidence is increasing rapidly, and it is projected that the number of diabetes deaths will double by the year 2030.[11] In a June 2010 editorial in the medical journal The Lancet, the authors opined that ""The fact that type 2 diabetes, a largely preventable disorder, has reached epidemic proportion is a public health humiliation.""[12] The risk of type 2 diabetes is closely linked with the growing problem of obesity. The WHO’s latest estimates as of June 2016 highlighted that globally approximately 1.9 billion adults were overweight in 2014, and 41 million children under the age of five were overweight in 2014.[13] The United States is the leading country with 30.6% of its population being obese. Mexico follows behind with 24.2% and the United Kingdom with 23%. Once considered a problem in high-income countries, it is now on the rise in low-income countries, especially in urban settings. Many public health programs are increasingly dedicating attention and resources to the issue of obesity, with objectives to address the underlying causes including healthy diet and physical exercise.
",Health
"Some programs and policies associated with public health promotion and prevention can be controversial. One such example is programs focusing on the prevention of HIV transmission through safe sex campaigns and needle-exchange programmes. Another is the control of tobacco smoking. Changing smoking behavior requires long-term strategies, unlike the fight against communicable diseases, which usually takes a shorter period for effects to be observed. Many nations have implemented major initiatives to cut smoking, such as increased taxation and bans on smoking in some or all public places. Proponents[who?] argue by presenting evidence that smoking is one of the major killers, and that therefore governments have a duty to reduce the death rate, both through limiting passive (second-hand) smoking and by providing fewer opportunities for people to smoke. Opponents[who?] say that this undermines individual freedom and personal responsibility, and worry that the state may be emboldened to remove more and more choice in the name of better population health overall.
",Health
"Simultaneously, while communicable diseases have historically ranged uppermost as a global health priority, non-communicable diseases and the underlying behavior-related risk factors have been at the bottom. This is changing, however, as illustrated by the United Nations hosting its first General Assembly Special Summit on the issue of non-communicable diseases in September 2011.[14]
",Health
"Many health problems are due to maladaptive personal behaviors. From an evolutionary psychology perspective, over consumption of novel substances that are harmful is due to the activation of an evolved reward system for substances such as drugs, tobacco, alcohol, refined salt, fat, and carbohydrates. New technologies such as modern transportation also cause reduced physical activity. Research has found that behavior is more effectively changed by taking evolutionary motivations into consideration instead of only presenting information about health effects. The marketing industry has long known the importance of associating products with high status and attractiveness to others. Films are increasingly being recognized as a public health tool[15]. In fact, film festivals and competitions have been established to specifically promote films about health.[16] Conversely, it has been argued that emphasizing the harmful and undesirable effects of tobacco smoking on other persons and imposing smoking bans in public places have been particularly effective in reducing tobacco smoking.[17]
",Health
"As well as seeking to improve population health through the implementation of specific population-level interventions, public health contributes to medical care by identifying and assessing population needs for health care services, including:[18][19][20][21]
",Health
"To improve public health, one important strategy is to promote modern medicine and scientific neutrality to drive the public health policy and campaign, which is recommended by Armanda Solorzana, through a case study of the Rockefeller Foundation's hookworm campaign in Mexico in the 1920s.  Soloranza argues that public health policy can't concern only politics or economics.  Political concerns can lead government officials to hide the real numbers of people affected by disease in their regions, such as upcoming elections. Therefore, scientific neutrality in making public health policy is critical; it can ensure treatment needs are met regardless of political and economic conditions.[22]
",Health
"The history of public health care clearly shows the global effort to improve health care for all.[citation needed] However, in modern-day medicine, real, measurable change has not been clearly seen, and critics argue that this lack of improvement is due to ineffective methods that are being implemented. As argued by Paul E. Farmer, structural interventions could possibly have a large impact, and yet there are numerous problems as to why this strategy has yet to be incorporated into the health system. One of the main reasons that he suggests could be the fact that physicians are not properly trained to carry out structural interventions, meaning that the ground level health care professionals cannot implement these improvements. While structural interventions can not be the only area for improvement, the lack of coordination between socioeconomic factors and health care for the poor could be counterproductive, and end up causing greater inequity between the health care services received by the rich and by the poor. Unless health care is no longer treated as a commodity, global public health will ultimately not be achieved.[citation needed] This being the case, without changing the way in which health care is delivered to those who have less access to it, the universal goal of public health care cannot be achieved.[23]
",Health
"Another reason why measurable changes may not be noticed in public health is because agencies themselves may not be measuring their programs' efficacy. Perrault et al.[24] analyzed over 4,000 published objectives from Community Health Improvement Plans (CHIPs) of 280 local accredited and non-accredited public health agencies in the U.S., and found that the majority of objectives - around two-thirds - were focused on achieving agency outputs (e.g., developing communication plans, installing sidewalks, disseminating data to the community).  Only about one-third focused on seeking measurable changes in the populations they serve (i.e., changing people's knowledge, attitudes, behaviors). What this research showcases is that if agencies are only focused on accomplishing tasks (i.e., outputs) and do not have a focus on measuring actual changes in their populations with the activities they perform, it should not be surprising when measurable changes are not reported. Perrault et al.[24] advocate for public health agencies to work with those in the discipline of Health Communication to craft objectives that are measurable outcomes, and to assist agencies in developing tools and methods to be able to track more proximal changes in their target populations (e.g., knowledge and attitude shifts) that may be influenced by the activities the agencies are performing.
",Health
"Public Health 2.0 is a movement within public health that aims to make the field more accessible to the general public and more user-driven. The term is used in three senses.  In the first sense, ""Public Health 2.0"" is similar to ""Health 2.0"" and describes the ways in which traditional public health practitioners and institutions are reaching out (or could reach out) to the public through social media and health blogs.[25][26]
",Health
"In the second sense, ""Public Health 2.0"" describes public health research that uses data gathered from social networking sites, search engine queries, cell phones, or other technologies.[27] A recent example is the proposal of statistical framework that utilizes online user-generated content (from social media or search engine queries) to estimate the impact of an influenza vaccination campaign in the UK.[28]
",Health
"In the third sense, ""Public Health 2.0"" is used to describe public health activities that are completely user-driven.[29] An example is the collection and sharing of information about environmental radiation levels after the March 2011 tsunami in Japan.[30] In all cases, Public Health 2.0 draws on ideas from Web 2.0, such as crowdsourcing, information sharing, and user-centred design.[31] While many individual healthcare providers have started making their own personal contributions to ""Public Health 2.0"" through personal blogs, social profiles, and websites, other larger organizations, such as the American Heart Association (AHA) and United Medical Education (UME), have a larger team of employees centered around online driven health education, research, and training. These private organizations recognize the need for free and easy to access health materials often building libraries of educational articles.[citation needed]
",Health
"There is a great disparity in access to health care and public health initiatives between developed nations and developing nations. In the developing world, public health infrastructures are still forming. There may not be enough trained health workers, monetary resources or, in some cases, sufficient knowledge to provide even a basic level of medical care and disease prevention.[32][33] As a result, a large majority of disease and mortality in the developing world results from and contributes to extreme poverty. For example, many African governments spend less than US$10 per person per year on health care, while, in the United States, the federal government spent approximately US$4,500 per capita in 2000. However, expenditures on health care should not be confused with spending on public health. Public health measures may not generally be considered ""health care"" in the strictest sense. For example, mandating the use of seat belts in cars can save countless lives and contribute to the health of a population, but typically money spent enforcing this rule would not count as money spent on health care.
",Health
"Large parts of the world remained plagued by largely preventable or treatable infectious diseases.  In addition to this however, many low- and middle-income countries are also experiencing an epidemiological shift and polarization in which populations are now experiencing more of the effects of chronic diseases as life expectancy increases with, the poorer communities being heavily affected by both chronic and infectious diseases.[33] Another major public health concern in the developing world is poor maternal and child health, exacerbated by malnutrition and poverty.  The WHO reports that a lack of exclusive breastfeeding during the first six months of life contributes to over a million avoidable child deaths each year.[34] Intermittent preventive therapy aimed at treating and preventing malaria episodes among pregnant women and young children is one public health measure in endemic countries.
",Health
"Each day brings new front-page headlines about public health: emerging infectious diseases such as SARS, rapidly making its way from China (see Public health in China) to Canada, the United States and other geographically distant countries; reducing inequities in health care access through publicly funded health insurance programs; the HIV/AIDS pandemic and its spread from certain high-risk groups to the general population in many countries, such as in South Africa; the increase of childhood obesity and the concomitant increase in type II diabetes among children; the social, economic and health effects of adolescent pregnancy; and the public health challenges related to natural disasters such as the 2004 Indian Ocean tsunami, 2005's Hurricane Katrina in the United States and the 2010 Haiti earthquake.
",Health
"Since the 1980s, the growing field of population health has broadened the focus of public health from individual behaviors and risk factors to population-level issues such as inequality, poverty, and education. Modern public health is often concerned with addressing determinants of health across a population. There is a recognition that our health is affected by many factors including where we live, genetics, our income, our educational status and our social relationships; these are known as ""social determinants of health"". The upstream drivers such as environment, education, employment, income, food security, housing, social inclusion and many others effect the distribution of health between and within populations and are often shaped by policy.[35] A social gradient in health runs through society. The poorest generally suffer the worst health, but even the middle classes will generally have worse health outcomes than those of a higher social stratum.[36] The new public health advocates for population-based policies that improve health in an equitable manner.
",Health
"Health aid to developing countries is an important source of public health funding for many low- and middle-income countries.[37] Health aid to developing countries has shown a significant increase after World War II as concerns over the spread of disease as a result of globalization increased and the HIV/AIDS epidemic in sub-Saharan Africa surfaced.[38][39] From 1990 to 2010, total health aid from developed countries increased from 5.5 billion to 26.87 billion with wealthy countries continuously donating billions of dollars every year with the goal of improving population health.[39] Some efforts, however, receive a significantly larger proportion of funds such as HIV which received an increase in funds of over $6 billion dollars between 2000 and 2010 which was more than twice the increase seen in any other sector during those years.[37] Health aid has seen an expansion through multiple channels including private philanthropy, non-governmental organizations, private foundations such as the Bill & Melinda Gates Foundation, bilateral donors, and multilateral donors such as the World Bank or UNICEF.[39] In 2009 health aid from the OECD amounted to $12.47 billion which amounted to 11.4% of its total bilateral aid.[40] In 2009, Multilateral donors were found to spend 15.3% of their total aid on bettering public healthcare.[40] Recent data, however, shows that international health aid has plateaued and may begin to decrease.[37]
",Health
"Debates exist questioning the efficacy of international health aid. Proponents of aid claim that health aid from wealthy countries is necessary in order for developing countries to escape the poverty trap. Opponents of health aid claim that international health aid actually disrupts developing countries' course of development, causes dependence on aid, and in many cases the aid fails to reach its recipients.[37] For example, recently, health aid was funneled towards initiatives such as financing new technologies like antiretroviral medication, insecticide-treated mosquito nets, and new vaccines. The positive impacts of these initiatives can be seen in the eradication of smallpox and polio; however, critics claim that misuse or misplacement of funds may cause many of these efforts to never come into fruition.[37]
",Health
